Company,Public Or Private,Country,Industry,Description,Website,Employees (Estimate),Region,Sdg 1: Aligned,Sdg 1: Misaligned,Sdg 2: Aligned,Sdg 2: Misaligned,Sdg 3: Aligned,Sdg 3: Misaligned,Sdg 4: Aligned,Sdg 4: Misaligned,Sdg 5: Aligned,Sdg 5: Misaligned,Sdg 6: Aligned,Sdg 6: Misaligned,Sdg 7: Aligned,Sdg 7: Misaligned,Sdg 8: Aligned,Sdg 8: Misaligned,Sdg 9: Aligned,Sdg 9: Misaligned,Sdg 10: Aligned,Sdg 10: Misaligned,Sdg 11: Aligned,Sdg 11: Misaligned,Sdg 12: Aligned,Sdg 12: Misaligned,Sdg 13: Aligned,Sdg 13: Misaligned,Sdg 14: Aligned,Sdg 14: Misaligned,Sdg 15: Aligned,Sdg 15: Misaligned,B Corp,Company Size,Culture Score,Capacity Score,Conduct Score,Collaboration Score,Oracle Score,Revenue (M),Member Of Business In The Community Uk,Member Full Abpi,Net Impact Ratio,B Corp Community Impact Score,B Corp Assessment Score
PGE Polska Grupa Energetyczna,Public,Poland,Environment and Energy,"PGE Polska Grupa Energetyczna S.A. (PGE SA or PGE Group, the name can be translated as Polish Energy Group) is a state-owned public power company and the largest power producing company in Poland. PGE is listed on the Warsaw Stock Exchange and is a constituent of the WIG30 index.The group is largely controlled by the Polish State Treasury who as of 9 July 2014 owns 58.39% of the public limited company. In addition to the activities of its core businesses of central and holdings companies in the generation and distribution of electricity, the group also trades electricity and other relevant products on the market. The total company revenue for 2015 was 28.542 billion złoty and the company made a net income loss of 3.032 billion złoty.In October 2020, PGE Polska Grupa Energetyczna published a new strategy by 2030 with a perspective by 2050 and a transformation plan aimed at achieving climate neutrality of the Group in 2050. The key directions of the PGE Group's development will be offshore and onshore wind energy, photovoltaics, grid infrastructure, low-emission heating and energy services. The area of divestment and limitation of activity will include coal energy and hard coal trade.CollapseSource: Wikipedia",www.gkpge.pl/,"38,001 (Demandbase, 2021)",Europe,0,0,0,0,0,-0.253,0,0,0,0,0,-0.295,0.294,-0.351,0.25,0,0.171,-0.351,0,0,0.149,-0.351,0,0,0.294,-0.37,0,-0.312,0,0,0,Large,0,18.40270192,0.92753305,0,0,12388,0,0,0.751101322,,
Ultrapar,Public,Brazil,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,South America,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,-0.34,0.25,0,0.06,-0.27,0,0,0,-0.27,0,0,0,-0.34,0,-0.07,0,-0.12,0,Large,0,18.50533529,0,0,0,29279,0,0,0.68061674,,
Century Aluminum,Public,USA,Industrial and Manufacturing,No description available currently.,www.centuryaluminum.com/,"2,512 (Demandbase, 2021)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,-0.417,0,-0.833,0,Medium,0,18.55726873,1.809628704,0,0,2907,0,0,0.535242291,,
United Tractors,Public,Indonesia,Automotive and Parts,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0.012,-0.012,0,-0.114,0,0,0,0,0,-0.114,0,-0.172,0.25,0,0.035,-0.114,0,0,0.049,-0.149,0,0,0,-0.503,0,-0.14,0,-0.474,0,Medium,0,18.60964758,2.219944412,0,0,7273,0,0,0.601321586,,
Covestro,Public,Germany,Industrial and Manufacturing,"Covestro AG is a German company producing polyurethane and polycarbonate raw materials. Products include isocyanates and polyols for cellular foams, thermoplastic polyurethane and polycarbonate pellets, as well as polyurethane based additives used in the formulation of coatings and adhesives. It is a Bayer spin off formed in the fall of 2015 and was formerly called Bayer MaterialScience.Covestro shares were first offered on the Frankfurt Stock Exchange in October 2015. Bayer sold its entire remaining stake in May 2018, Bayer's pension fund had a 6.8% stake managed separately.The main industries served are automotive manufacturing and supply, electrical engineering and electronics, construction and home products, and sports and leisure. Their products include coatings and adhesives, polyurethanes that are used in thermal insulation, electrical housings, and as a component of footwear and mattresses, and polycarbonates such as Covestro's Makrolon, which are highly impact-resistant plastics. Covestro polyurethane was used in the 2014 official FIFA World Cup football. Before 2019, Covestro enjoyed rapid earnings growth following supply shortages of chemicals used in foams.CollapseSource: Wikipedia",www.covestro.com,"17,591 (Demandbase, 2022)",Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,-0.04,0,-0.302,0,-0.04,0,0,0,Large,0,18.61982379,2.278424587,0,0,19859,0,0,0.550660793,,
BlueScope Steel,Public,Australia,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.103,0,0.014,0,0,0,0,0,0,0,0,Large,0,18.63118944,2.612895962,0.14,0,12390,0,0,0.533039648,,
Asia Cement,Public,Taiwan,Construction and Materials,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.015,0,-0.015,0.25,0,0,-0.015,0,0,0,-0.015,0,0,0,-0.98,0,-0.497,0,-0.483,0,Medium,0,18.8037445,1.973358512,0,0,3019,0,0,0.54845815,,
Asia Cement,Public,Taiwan,Construction and Materials,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.015,0,-0.015,0.25,0,0,-0.015,0,0,0,-0.015,0,0,0,-0.98,0,-0.497,0,-0.483,0,Medium,0,18.8037445,1.973358512,0,0,3019,0,0,0.54845815,,
Dmc Global,Public,USA,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.404,0.25,0,0,0,0,0,0.229,0,0,0,0,-0.404,0,-0.202,0,0,0,Small,0,18.84483604,1.492033783,0,0,551,0,0,0.623348018,,
Chart Industries,Public,USA,Industrial and Manufacturing,No description available currently.,www.chartindustries.com,"5,178 (Demandbase, 2022)",North America,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0.25,0,0.078,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,Medium,0,18.93431719,1.798835754,1.17,0,1550,0,0,0.508810573,,
Sumitomo Seika Chemicals,Public,Japan,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.123,0,-0.123,0.25,0,0,-0.062,0,0,0,-0.062,0,-0.031,0.088,-0.466,0.062,-0.092,0,0,0,Small,0,18.94885462,2.044283612,0,0,895,0,0,0.579295154,,
Georg Fischer,Public,Switzerland,Industrial and Manufacturing,"Georg Fischer (abbreviated GF) comprises three divisions GF Piping Systems, GF Casting Solutions, and GF Machining Solutions. Founded in 1802, the Corporation is headquartered in Switzerland and is present in 33 countries, with 140 companies, 57 of them production facilities. Its approximately 15 000 employees generated sales of CHF 4.57 billion in 2018. GF offers pipes for the safe transport of liquids and gases, lightweight casting components in vehicles, and high-precision manufacturing technologies.CollapseSource: Wikipedia",www.georgfischer.com/,"14,957 (Demandbase, 2022)",Europe,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0.25,0,0.045,0,0,0,0.09,0,0,-0.045,0,0,0,-0.045,0,0,0,Medium,0,18.9537445,3.348358512,0,0,4211,0,0,0.54845815,,
Enbridge,Public,Canada,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,-0.293,0.069,-0.432,0.25,0,0.038,-0.427,0,0,0.034,-0.427,0,0,0.065,-0.631,0,-0.293,0,0,0,Large,0,18.97002447,0,0,0,39167,0,0,0.757709251,,
Eramet,Public,France,Industrial and Manufacturing,"Eramet is a French  multinational mining and metallurgy company, listed on the Euronext Paris exchange under the symbol ERA.The company was founded with the funding of the Rothschild family (although they were careful to avoid being listed as founders of the company) in 1880. With discretion, the family took full control of the company in 1890.The company produces non-ferrous metals and derivatives, nickel alloys and superalloys, and high-performance special steels.Through its subsidiary Société Le Nickel (SLN), the company has its historical roots in nickel mining, and for over 100 years has maintained a large mining operation in the French overseas territory of New Caledonia. It is also a major producer of manganese from mines in Gabon. The Aubert & Duval organization of Issoire France is owned by Eramet and forms part of its alloy division.Eramet's chairman and CEO is Christel Bories and its headquarters is in Paris.CollapseSource: Wikipedia",www.eramet.com/en,"13,334 (Demandbase, 2022)",Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,-0.347,0,-0.694,0,Medium,0,19.01982379,2.278424587,0,0,4663,0,0,0.550660793,,
Pembina Pipeline,Public,Canada,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,-0.015,0,-0.368,0.25,0,0,-0.275,0,0,0,-0.275,0,0,0,-0.798,0,-0.066,0,0,0,Medium,0,19.04356338,0,0,0,8437,0,0,0.72246696,,
Aneka Tambang Tbk,Public,Indonesia,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0.25,0,0,0,0,0,0,0,0,0,0,-0.01,0,-0.423,0,-0.845,0,Medium,0,19.08590308,2.333490662,0,0,2676,0,0,0.552863436,,
Shougang,Public,China,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,-0.2,0,Large,0,19.08590308,2.333490662,0,0,29274,0,0,0.552863436,,
Nippon Gas,Public,Japan,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,-0.177,0.128,-0.423,0.25,0,0.051,-0.271,0,0,0.051,-0.271,0,0,0.051,-0.726,0,-0.177,0,0,0,Medium,0,19.12129221,0,0,0,1212,0,0,0.707048458,,
NOV,Public,USA,Environment and Energy,"NOV Inc., formerly National Oilwell Varco, is an American multinational corporation based in Houston, Texas. It is a worldwide provider of equipment and components used in oil and gas drilling and production operations, oilfield services, and supply chain integration services to the upstream oil and gas industry. The company conducts operations in more than 500 locations across six continents, operating through three reporting segments: Rig Technologies, Wellbore Technologies, and Completion & Production Solutions.CollapseSource: Wikipedia",www.nov.com/,"27,043 (Demandbase, 2021)",North America,0,0,0,0,0,0,0,0,0,0,0,-0.094,0,-0.479,0.25,0,0,-0.094,0,0,0,-0.094,0,0,0,-0.537,0,-0.269,0,0,0,Medium,0,19.13841083,3.775208155,9.105309753,0,6681,0,0,0.568281938,,
Nordic American Tanker,Public,Bermuda,Transportation and Logistics,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,0,19.15198237,2.388556737,0,0,68,0,0,0.555066079,,
Singapore Airlines,Public,Singapore,Transportation and Logistics,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.018,0,0,0,0,-0.601,0.035,0,0,-0.476,0,0,0,0,0,Medium,0,19.15334802,0,0.53,0,9916,0,0,0.537444934,,
Hyundai Steel,Public,South Korea,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.091,-0.023,0,0,0,-0.023,0,0,0,0,0,Large,0,19.21806166,3.010289479,0,0,18734,0,0,0.557268722,,
SP Group,Public,Denmark,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.136,0,0,-0.273,0,-0.523,0,-0.136,0,0,0,Small,0,19.26339208,6.389731495,0,0,332,0,0,0.649779736,,
Gold Resource,Public,USA,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-1,0,Small,0,19.28414098,2.498688912,0,0,91,0,0,0.559471366,,
Arkema,Public,France,Industrial and Manufacturing,"Arkema S.A. is a publicly listed, multi-national manufacturer of specialty materials, headquartered in Colombes, near Paris, France.  It has three specialty materials segments (or divisions); adhesives, advanced materials and coatings. A further segment covers chemical intermediates.The company was created in 2004, as part of French oil major Total's restructuring of its chemicals business, and floated on the Paris stock exchange in May 2006. Turnover in 2021 was €9.5 billion. Arkema operates in more than 55 countries and has 20,200 employees, 13 research centers and 144 production plants.CollapseSource: Wikipedia",www.arkema.com,"21,100 (Demandbase, 2022)",Europe,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.25,0,0,0,0,0,0.015,0,0,0,0,-0.471,0,0,0,0,0,Large,0,19.28414098,2.623688912,0,0,11949,0,0,0.559471366,,
Air France-KLM,Public,France,Transportation and Logistics,"Air France–KLM S.A., also known as Air France–KLM Group, is a Franco-Dutch airline holding company incorporated under French law with its headquarters at Charles de Gaulle Airport in Tremblay-en-France, near Paris. The group has offices in Montreuil, Seine-Saint-Denis, Paris, and in Amstelveen, Netherlands. Air France–KLM is the result of the merger in 2004 between Air France and KLM. Both Air France and KLM are members of the SkyTeam airline alliance. The company's namesake airlines rely on two major hubs, Paris–Charles de Gaulle Airport and Amsterdam Airport Schiphol respectively. Air France–KLM Airlines transported 87.3 million passengers in 2014.CollapseSource: Wikipedia",www.airfranceklm.com/fr,"74,721 (Demandbase, 2021)",Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,-0.417,0.167,0,0,-0.583,0,0,0,0,0,Large,0,19.30215858,0,1.67,0,15822,0,0,0.504405286,,
Saras,Public,Italy,Environment and Energy,"Saras S.p.A. is an Italian energy multinational corporation with operations in
petroleum refining, marketing, transportation and power generation headquartered
in Milan and plants and registered office in Sarroch. Its main production plants are
located in Sarroch, on the island of Sardinia, Italy.  ...Source: Wikipedia",www.saras.it/saras/pages/home,"1,572 (Demandbase, 2021)",Europe,0,0,0,0,0,-0.045,0,0,0,0,0,-0.315,0.191,-0.584,0.25,0,0.185,-0.359,0,0,0.051,-0.359,0,0,0.101,-0.584,0,-0.315,0,0,0,Large,0,19.30639257,0,0,0,15984,0,0,0.713656388,,
United States Steel,Public,USA,Industrial and Manufacturing,"United States Steel Corporation, more commonly known as U.S. Steel, is an American integrated steel producer headquartered in Pittsburgh, Pennsylvania, with production operations primarily in the United States of America and in Central Europe. The company produces and sells steel products, including flat-rolled and tubular products for customers in industries across automotive, construction, consumer, electrical, industrial equipment, distribution, and energy. Operations also include iron ore and coke production facilities.It was the 8th largest steel producer in the world in 2008. By 2018, the company was the world's 38th-largest steel producer and the second-largest in the United States behind Nucor Corporation. Though renamed USX Corporation in 1986, the company was renamed United States Steel in 2001 after spinning off its energy business, including Marathon Oil, and other assets, from its core steel concern.CollapseSource: Wikipedia",www.ussteel.com,"27,500 (Demandbase, 2020)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,-0.071,0,0,0,0,0,Large,0,19.35022027,2.553754987,0,0,10732,0,0,0.561674009,,
Kaiser Aluminum,Public,USA,Industrial and Manufacturing,"Kaiser Aluminum Corporation is an American aluminum producer. It is a spinoff from
Kaiser Aluminum and Chemicals Corporation, which came to be when common
stock was offered in Permanente Metals Corporation and Permanente Metals
Corporation's name was changed to Kaiser Aluminum and Chemicals Corporation.  ...Source: Wikipedia",www.kaiseraluminum.com,"4,000 (Demandbase, 2022)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,0,19.48237885,2.663887137,0,0,3458,0,0,0.566079295,,
Avient,Public,USA,Industrial and Manufacturing,No description available currently.,www.avient.com/,"8,700 (Demandbase, 2021)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,-0.168,0,0,0,0,0,Medium,0,19.48237885,2.663887137,0,0,3808,0,0,0.566079295,,
Tredegar,Public,USA,Industrial and Manufacturing,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,-0.211,0,0,0,-0.211,0,0,0,Small,0,19.48691631,4.75933502,0,0,970,0,0,0.636563877,,
Gaztransport & Technigaz,Public,France,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.322,0.25,0,0.026,-0.313,0,0,0,-0.313,0,0,0.011,-0.644,0,-0.019,0,0,0,Small,0,19.52426823,0,0,0,294,0,0,0.744493392,,
Dril-quip,Public,USA,Environment and Energy,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.583,0.25,0,0,0,0,0,0,0,0,0,0,-0.667,0,-0.333,0,0,0,Small,0,19.608419,0.549559475,0,0,323,0,0,0.651982379,,
Nexa Resources,Public,Luxembourg,Industrial and Manufacturing,"The Nexa Resources is a company focused on mining and metallurgy of non-ferrous
metals. It is among the world's five largest producers of zinc, occupying a leading
position in Latin America. Its product portfolio also includes copper (Cu), lead (Pb),
silver(Ag) and other ores. The company is part of the industrial business portfolio
managed by Votorantim SA , one of the largest business conglomerates in Latin
America....Source: Own",www.nexaresources.com,"5,760 (Demandbase, 2020)",Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,-0.469,0,-0.938,0,Medium,0,19.61453743,2.774019287,0,0,1928,0,0,0.570484581,,
